NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,VARIABLE NAME,VALUE,LABEL,SOURCE,NOTES
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 2 years",completion,title_iv.low_inc.transf_completed_2yr_by.2yrs,float,LO_INC_COMP_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 2 years ",completion,title_iv.low_inc.withdrawn_by.2yrs,float,LO_INC_WDRAW_ORIG_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 2 years ",completion,title_iv.low_inc.transf_withdrawn_4yr_by.2yrs,float,LO_INC_WDRAW_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 2 years ",completion,title_iv.low_inc.transf_withdrawn_2yr_by.2yrs,float,LO_INC_WDRAW_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 2 years ",completion,title_iv.low_inc.still_enrolled_by.2yrs,float,LO_INC_ENRL_ORIG_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 2 years ",completion,title_iv.low_inc.transf_still_enrolled_4yr_by.2yrs,float,LO_INC_ENRL_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 2 years",completion,title_iv.low_inc.transf_still_enrolled_2yr_by.2yrs,float,LO_INC_ENRL_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 2 years at original institution",completion,title_iv.low_inc.unknown_by.2yrs,float,LO_INC_UNKN_ORIG_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 2 years",completion,title_iv.low_inc.transf_unknown_4yr_by.2yrs,float,LO_INC_UNKN_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 2 years",completion,title_iv.low_inc.transf_unknown_2yr_by.2yrs,float,LO_INC_UNKN_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 2 years at original institution",completion,title_iv.mid_inc.died_by.2yrs,float,MD_INC_DEATH_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 2 years at original institution",completion,title_iv.mid_inc.completed_by.2yrs,float,MD_INC_COMP_ORIG_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 2 years",completion,title_iv.mid_inc.transf_completed_4yr_by.2yrs,float,MD_INC_COMP_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 2 years",completion,title_iv.mid_inc.transf_completed_2yr_by.2yrs,float,MD_INC_COMP_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 2 years ",completion,title_iv.mid_inc.withdrawn_by.2yrs,float,MD_INC_WDRAW_ORIG_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 2 years ",completion,title_iv.mid_inc.transf_withdrawn_4yr_by.2yrs,float,MD_INC_WDRAW_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 2 years ",completion,title_iv.mid_inc.transf_withdrawn_2yr_by.2yrs,float,MD_INC_WDRAW_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 2 years ",completion,title_iv.mid_inc.still_enrolled_by.2yrs,float,MD_INC_ENRL_ORIG_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 2 years ",completion,title_iv.mid_inc.transf_still_enrolled_4yr_by.2yrs,float,MD_INC_ENRL_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 2 years",completion,title_iv.mid_inc.transf_still_enrolled_2yr_by.2yrs,float,MD_INC_ENRL_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 2 years at original institution",completion,title_iv.mid_inc.unknown_by.2yrs,float,MD_INC_UNKN_ORIG_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 2 years",completion,title_iv.mid_inc.transf_unknown_4yr_by.2yrs,float,MD_INC_UNKN_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 2 years",completion,title_iv.mid_inc.transf_unknown_2yr_by.2yrs,float,MD_INC_UNKN_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who died within 2 years at original institution",completion,title_iv.high_inc.died_by.2yrs,float,HI_INC_DEATH_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who completed within 2 years at original institution",completion,title_iv.high_inc.completed_by.2yrs,float,HI_INC_COMP_ORIG_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 2 years",completion,title_iv.high_inc.transf_completed_4yr_by.2yrs,float,HI_INC_COMP_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 2 years",completion,title_iv.high_inc.transf_completed_2yr_by.2yrs,float,HI_INC_COMP_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 2 years ",completion,title_iv.high_inc.withdrawn_by.2yrs,float,HI_INC_WDRAW_ORIG_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 2 years ",completion,title_iv.high_inc.transf_withdrawn_4yr_by.2yrs,float,HI_INC_WDRAW_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 2 years ",completion,title_iv.high_inc.transf_withdrawn_2yr_by.2yrs,float,HI_INC_WDRAW_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 2 years ",completion,title_iv.high_inc.still_enrolled_by.2yrs,float,HI_INC_ENRL_ORIG_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 2 years ",completion,title_iv.high_inc.transf_still_enrolled_4yr_by.2yrs,float,HI_INC_ENRL_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 2 years",completion,title_iv.high_inc.transf_still_enrolled_2yr_by.2yrs,float,HI_INC_ENRL_2YR_TRANS_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 2 years at original institution",completion,title_iv.high_inc.unknown_by.2yrs,float,HI_INC_UNKN_ORIG_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 2 years",completion,title_iv.high_inc.transf_unknown_4yr_by.2yrs,float,HI_INC_UNKN_4YR_TRANS_YR2_RT,,,NSLDS,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 2 years",completion,title_iv.high_inc.transf_unknown_2yr_by.2yrs,float,HI_INC_UNKN_2YR_TRANS_YR2_RT,,,NSLDS,
Percent of dependent students who died within 2 years at original institution,completion,title_iv.depend.died_by.2yrs,float,DEP_DEATH_YR2_RT,,,NSLDS,
Percent of dependent students who completed within 2 years at original institution,completion,title_iv.depend.completed_by.2yrs,float,DEP_COMP_ORIG_YR2_RT,,,NSLDS,
Percent of dependent students who transferred to a 4-year institution and completed within 2 years,completion,title_iv.depend.transf_completed_4yr_by.2yrs,float,DEP_COMP_4YR_TRANS_YR2_RT,,,NSLDS,
Percent of dependent students who transferred to a 2-year institution and completed within 2 years,completion,title_iv.depend.transf_completed_2yr_by.2yrs,float,DEP_COMP_2YR_TRANS_YR2_RT,,,NSLDS,
Percent of dependent students withdrawn from original institution within 2 years ,completion,title_iv.depend.withdrawn_by.2yrs,float,DEP_WDRAW_ORIG_YR2_RT,,,NSLDS,
Percent of dependent students who transferred to a 4-year institution and withdrew within 2 years ,completion,title_iv.depend.transf_withdrawn_4yr_by.2yrs,float,DEP_WDRAW_4YR_TRANS_YR2_RT,,,NSLDS,
Percent of dependent students who transferred to a 2-year institution and withdrew within 2 years ,completion,title_iv.depend.transf_withdrawn_2yr_by.2yrs,float,DEP_WDRAW_2YR_TRANS_YR2_RT,,,NSLDS,
Percent of dependent students who were still enrolled at original institution within 2 years ,completion,title_iv.depend.still_enrolled_by.2yrs,float,DEP_ENRL_ORIG_YR2_RT,,,NSLDS,
Percent of dependent students who transferred to a 4-year institution and were still enrolled within 2 years ,completion,title_iv.depend.transf_still_enrolled_4yr_by.2yrs,float,DEP_ENRL_4YR_TRANS_YR2_RT,,,NSLDS,
Percent of dependent students who transferred to a 2-year institution and were still enrolled within 2 years,completion,title_iv.depend.transf_still_enrolled_2yr_by.2yrs,float,DEP_ENRL_2YR_TRANS_YR2_RT,,,NSLDS,
Percent of dependent students with status unknown within 2 years at original institution,completion,title_iv.depend.unknown_by.2yrs,float,DEP_UNKN_ORIG_YR2_RT,,,NSLDS,
Percent of dependent students who transferred to a 4-year institution and whose status is unknown within 2 years,completion,title_iv.depend.transf_unknown_4yr_by.2yrs,float,DEP_UNKN_4YR_TRANS_YR2_RT,,,NSLDS,
Percent of dependent students who transferred to a 2-year institution and whose status is unknown within 2 years,completion,title_iv.depend.transf_unknown_2yr_by.2yrs,float,DEP_UNKN_2YR_TRANS_YR2_RT,,,NSLDS,
Percent of independent students who died within 2 years at original institution,completion,title_iv.independ.died_by.2yrs,float,IND_DEATH_YR2_RT,,,NSLDS,
Percent of independent students who completed within 2 years at original institution,completion,title_iv.independ.completed_by.2yrs,float,IND_COMP_ORIG_YR2_RT,,,NSLDS,
Percent of independent students who transferred to a 4-year institution and completed within 2 years,completion,title_iv.independ.transf_completed_4yr_by.2yrs,float,IND_COMP_4YR_TRANS_YR2_RT,,,NSLDS,
Percent of independent students who transferred to a 2-year institution and completed within 2 years,completion,title_iv.independ.transf_completed_2yr_by.2yrs,float,IND_COMP_2YR_TRANS_YR2_RT,,,NSLDS,
Percent of independent students withdrawn from original institution within 2 years ,completion,title_iv.independ.withdrawn_by.2yrs,float,IND_WDRAW_ORIG_YR2_RT,,,NSLDS,
Percent of independent students who transferred to a 4-year institution and withdrew within 2 years ,completion,title_iv.independ.transf_withdrawn_4yr_by.2yrs,float,IND_WDRAW_4YR_TRANS_YR2_RT,,,NSLDS,
Percent of independent students who transferred to a 2-year institution and withdrew within 2 years ,completion,title_iv.independ.transf_withdrawn_2yr_by.2yrs,float,IND_WDRAW_2YR_TRANS_YR2_RT,,,NSLDS,
Percent of independent students who were still enrolled at original institution within 2 years ,completion,title_iv.independ.still_enrolled_by.2yrs,float,IND_ENRL_ORIG_YR2_RT,,,NSLDS,
Percent of independent students who transferred to a 4-year institution and were still enrolled within 2 years ,completion,title_iv.independ.transf_still_enrolled_4yr_by.2yrs,float,IND_ENRL_4YR_TRANS_YR2_RT,,,NSLDS,
Percent of independent students who transferred to a 2-year institution and were still enrolled within 2 years,completion,title_iv.independ.transf_still_enrolled_2yr_by.2yrs,float,IND_ENRL_2YR_TRANS_YR2_RT,,,NSLDS,
